waktu,tweets,Sentiment
2022-12-22 00:48:09,jokowi baru mau henti ppkm aceh sudah merdeka sejak dua tahun lalu,1
2022-12-22 00:46:36,wkwkwkwkwk gua pernah rasa itu gpp ppkm planga plongo kayak meng,1
2022-12-22 00:43:06,demokrat dukung ingin jokowi cabut ppkm,1
2022-12-22 00:39:26,memang sekarang masih ppkm yah ,1
2022-12-22 00:37:12,ppkm oppa,1
2022-12-22 00:35:18,jabat selesai proyek selesai klo periode mungkin ppkm lagi yang pegang proyek sehat harus makan ,0
2022-12-22 00:32:50,sssstttt itu tes ombak saja klo acara ga sukses itu ppkm bakal panjang sampe akhir hayat,1
2022-12-22 00:32:30,presiden jokowi sebut ppkm bakal akhir pada akhir tahun ini lewat,1
2022-12-22 00:27:23,tinggi vaksinasi saja tidak seperti vaksinasi booster kurang dari vaksinasi belum,0
2022-12-22 00:20:00,wih seperti bijak psbb dan ppkm bakal henti dalam waktu dekat,0
2022-12-22 00:17:43,presiden jokowi rencana henti laku batas giat masyarakat ppkm di indonesia pada akhir t,1
2022-12-22 00:15:23,jokowi beri sinyal ppkm cabut tahun depan tanda ri bebas covid kalau lihat statis,0
2022-12-22 00:13:30,pak jangan ragu terap cabut bijak ppkm yang sudah tidak relevan dg situasi duduk indonesia dg,1
2022-12-22 00:03:37,trus awal tahun lanjut lagi ppkm ,1
2022-12-22 00:02:26,mari kadinkes kalsel status ppkm lanjut agar semua tetap jaga prokes status laku,0
2022-12-21 23:56:27,siap cabut ppkm jokowi minggu ini kaji sudah harus saya terima agar,0
2022-12-21 23:52:30,dia rowoonnya ppkm ,1
2022-12-21 23:49:48,jangan terlalu gesa hapus ppkm sampai psbb presiden lihat kembang di china dulu,1
2022-12-21 23:46:58,dinkes prov kalsel sampai status ppkm level untuk tangan covid lanjut dari desember hingg,0
2022-12-21 23:45:57,iya harus gitu tunggu saja sampe gugat rakyat sementara update gugat sam,1
2022-12-21 23:40:51,akhir tahun henti ppkmjelang ramadhan ppkm lagi antek dajjal,0
2022-12-21 23:38:22,besok ppkm,1
2022-12-21 23:31:02,status ppkm akan cabut akhir tahun ini hingga ahli sebut bharada e korban,0
2022-12-21 23:29:59,anggota komisi ix dpr ri fraksi nasdem irma suryani nilai sudah saat perintah move on dari ppkm,1
2022-12-21 23:28:00,di henti karena mau natal dan tahun baru ya pak nanti klw sdh mau idul fitri di lanjut lagi virus sa,1
2022-12-21 23:24:34,perintah minta warga jaga protokol sehat saat raya malam tahun baru masih ppkm level,1
2022-12-21 23:11:03,presiden jokowi kata diri masih tunggu kaji dari kemenko ekonomi di bawah airlangga dan ter,1
2022-12-21 23:05:09,bulan ppkm planga plongo kaya monyet di rumah,1
2022-12-21 23:00:00,alah rakyat indonesia aneh awal ga percaya covid tengah puncak pada tertib pake masker tertib p,1
2022-12-21 22:56:24,pak presiden kalaupun ppkm cabut baik prokes tetap ada minimal masker pandemic is not over yet,1
2022-12-21 22:51:49,ppkm plonga plongo kaya marzuki,1
2022-12-21 22:51:06,maba tanya ini ke ak semalem ak ppkm plonga plongo kayak monyet ,1
2022-12-21 22:44:16,selamat pagi presiden akan terbit keppres pengentian ppkm dan psbb sebentar lagi,1
2022-12-21 22:33:05,presiden joko widodo isyarat bakal cabut atur ppkm di indonesia akhir tahun ini jokowi sebut saat i,1
2022-12-21 22:27:39,giat patroli gabung dalam rangka laksana ppkm level batas mobilitas pindah masyarakat dan pemant,1
2022-12-21 22:07:25,sinyal jokowi henti ppkm akhir tahun ini,1
2022-12-21 22:04:42,demo se indonesia tiba bikin atur ppkm jokowi bukan takut rakyat kena covid jo,1
2022-12-21 21:47:46,itu lanjut apa nder ppkm plonga plongo kaya monyet kah soal potong meme nya,1
2022-12-21 21:00:02,psbb dan ppkm presiden akhir tahun mungkin cabut saksi kabar pagi sama rizky darmansyah sampai anggia ebony p,1
2022-12-21 20:55:50,ppkm planga plongo kayak monster,1
2022-12-21 20:54:25,ppkm di stop karena bebas kopit ppkm di stop karena dana habis,1
2022-12-21 20:46:20,presiden jokowi nyata indonesia akan keluar dari pandemi covid akhir tahun dan menghent,1
2022-12-21 20:46:10,presiden jokowi nyata indonesia akan keluar dari pandemi covid akhir tahun dan m,1
2022-12-21 20:23:56,alhamdulillah akhir tahun ppkm akhir mari sambut dengan langkah optimis telkomsel i innalilli i aminah cendr,1
2022-12-21 20:23:50,alhamdulillah akhir tahun ppkm akhir mari sambut dengan langkah optimis telkomsel i innalilli i aminah c,1
2022-12-21 20:14:14,mungkin jika tidak ada ppkm orang ini sudah lengser sejak,1
2022-12-21 20:11:03,anggota komisi ix dpr sebut bijak ppkm sudah layak cabut,1
2022-12-21 19:59:29,top story rabu pukul l wib sd selesai telah dilaksanak,1
2022-12-21 19:46:24,sudah tepat dan agar telah batas ppkm cabut surveilans kasus covid tingkat sadar m mas,0
2022-12-21 18:52:34,rabu pukul l wib sd selesai telah laksana giat patroli dalam rangka laksana ppkm le,1
2022-12-21 18:44:39,tiap hari ppkm,1
2022-12-21 18:40:58,pada rabu desember pkl wib sd selesai telah laksana giat patroli gabung sama polsek sumber,1
2022-12-21 18:36:23,mau  buatin gue buku pandu dan kosakata wibu biar enggak ppkm ngobrol sama trio wibu,1
2022-12-21 18:30:00,presiden jokowi nyata indonesia akan keluar dari pandemi covid akhir tahun dan men,1
2022-12-21 18:24:45,dampak cabut ppkm untuk tumbuh ekonomi,0
2022-12-21 18:23:04,sejati ini laga davos vs cina oligarki marah sawit kalah di wto karena halang anies dan balas dengan t,1
2022-12-21 18:17:01,saat ini kota jakarta pasuk laku batas giat masyarakat ppkm level hitung desember ja,1
2022-12-21 18:16:50,rabu tgl desember pkl wib sd selesai telah laksana giat patroli dalam rangka laksana ppkm,1
2022-12-21 18:15:43,rabu tgl desember pukul wib sd selesai serka joko waliman koramil sukodono sama bripka wahyu m,1
2022-12-21 17:42:52,jokowi siap payung hukum henti ppkm di seluruh indonesia,1
2022-12-21 17:38:08,vatikan bersih dari agen kabal khazaria balas atas paus yang asli masuk bersih agen kabal d ci,0
2022-12-21 17:32:52,ini makhluk sekolah pasti sering ppkm,1
2022-12-21 17:31:10,nomor saya hangus karena hilang di krl mau reaktivasi keburu pandemi dan ppkm ketat akhir kmrn ke,1
2022-12-21 17:23:37,bor belah open bo special service mbah maryono vs istri orang,0
2022-12-21 17:22:04,kaya sih giat ku ppkm doang deh,1
2022-12-21 17:18:31,kalah di wto soal sawit marah larang ekspor nikel cabut ppkm padahal dompleng agenda davos kopit demi period ,1
2022-12-21 17:14:48,sedang kembali laku aktivitas masa ppkm yaitu tonton videovideo tentang aquascape ikanikan dan hewanh,0
2022-12-21 17:12:35,kocak bgt gue ppkm,1
2022-12-21 17:11:04,jokowi rencana cabut ppkm akhir tahun ini,1
2022-12-21 17:09:16,kok bisa enggak suka ppkm sudah,1
2022-12-21 17:07:57,fokus di cabut ppkm mulai berani kayak nih kalau ini tanda ikut xi maka periode,0
2022-12-21 17:07:19,mudah ppkm tidak kembali di bulan rhomadhon,1
2022-12-21 17:07:15,presiden jokowi nyata indonesia akan keluar dari pandemi covid akhir tahun ,1
2022-12-21 16:53:41,apakah jakarta ppkm,0
2022-12-21 16:50:40,jokowi akhir tahun ini mungkin ppkm akan henti,1
2022-12-21 16:45:21,diliatliat si monyet ni ppkm minjem muka km yh jung,1
2022-12-21 16:40:45,akibat asyik wfh dan ppkm,0
2022-12-21 16:39:26,junjung vaksin dan ppkm bicara,0
2022-12-21 16:37:53,bodoh di seluruh dunia sudah ga ada ppkm china telat buka makanya ada immunity debt,1
2022-12-21 16:36:10,baca au galau smpil dengerin sptifyppkm,0
2022-12-21 16:32:59,dinkes kepri dukung rencana cabut ppkm dan psbb,0
2022-12-21 16:30:00,epidemiolog ugm sepakat dengan presiden jokowi segera akhir ppkm,0
2022-12-21 16:28:31,giat patroli dalam rangka laksana ppkm level i batas mobilitas pindah masyarakat tempat di wil,0
2022-12-21 16:25:18,ga ada ppkm lagi mau tahu alas silah baca di link ini ya,1
2022-12-21 16:17:20,sudah tepat dan agar telah batas ppkm cabut surveilans kasus covid tingkat kesadara,0
2022-12-21 16:15:47,presiden jokowi rencana henti ppkm ketua idi minta surveilans epidemiologi tetap laku,0
2022-12-21 16:15:32,ini hari ke delapan ttp ppkm sama bengong doang btw hari ini libur g ada kelas heheh,1
2022-12-21 16:10:36,tahun depan tahun new normal cepat vaksinasi telah selesai akhir desember status ppkm dan psbb akan cabut terimakasih semua,1
2022-12-21 16:08:31,tanda natal sdh dekat hahaha muslim palsu kao kodok ,1
2022-12-21 16:08:21,jokowi mungkin akhir tahun kita nyata henti ppkm,0
2022-12-21 16:07:52,kakkk aku siap ppkm,1
2022-12-21 16:05:29,asik dong kenapa gu ppkm wjwkkw,0
2022-12-21 16:02:24,pkl wib sd selesai telah laksana giat patroli gabung dalam rangka laksana ppkm level batas,0
2022-12-21 16:02:00,jokowi akan setop ppkm karena indonesia sudah masuk endemi,1
2022-12-21 16:01:20,ppkm planga plongo kyak m,1
2022-12-21 16:00:59,pkl wib sd selesai telah laksana giat patroli dalam rangka laksana ppkm level batas mob,0
2022-12-21 16:00:36,ppkm benar gue cok ,1
2022-12-21 15:59:20,jokowi umum mungkin ppkm akhir hingga insentif kendara listrik,1
2022-12-21 15:54:35,semua orang ngobrol aku doang yang ppkm,0
2022-12-21 15:52:19,rabu tgl desember pukul wib sd selesai telah laksana giat patroli situasi wilayah ppkm le,1
2022-12-21 15:49:46,krucils ppkm,0
2022-12-21 15:46:49,rabutgl desember pukul wib sd selesai telah laksana giat patroli situasi wilayah ppkm lev,1
2022-12-21 15:43:48,gugat ppkm lengkap ada dalam artikel,0
2022-12-21 15:43:20,sebut ppkm akan henti di akhir tahun begini jelas presiden jokowi,1
2022-12-21 15:39:13,tren kasus covid terus turun perintah kaji henti ppkm ,1
2022-12-21 15:37:43,february kembali laku lagi ppkmdan sudah di planning,0
2022-12-21 15:34:30,tahu informasi bagi di wilayah jabar dasar level di,1
2022-12-21 15:33:35,rabu pkl wib sd selesai telah laksana giat patroli dalam rangka laksana ppkm level ,1
2022-12-21 15:23:53,wonu ppkm planga plongo kayak meong,1
2022-12-21 15:22:31,rencana ppkm mau henti akhir tahun apakah aplikasi peduli lindung masih perlu,1
2022-12-21 15:19:57,harus ga kasih tahu saja biar blio itu ppkm,1
2022-12-21 15:19:57,lu mah ppkm,0
2022-12-21 15:17:57,ppkm nya nanti geser pas ramadhan sampai idul fitri gilir nataru bebas biasa kan gitu laku rezim islamofobi,0
2022-12-21 15:16:04,camkaman aku lagi ppkm nnie,1
2022-12-21 15:15:55,sedang ppkm,0
2022-12-21 15:14:16,rabu tgl desember pukul wib sd selesai serka joko waliman sama aiptu sugiman dan bripka azis mela,1
2022-12-21 15:12:42,jokowi tunggu kaji menteri pekan ini untuk stop ppkm belum akhir tahun,1
2022-12-21 15:07:45,zero covid policy justru enggak bangun imunitas komunal mbak dengan batas,0
2022-12-21 15:04:04,ramadhan lebaran balik lagi ya ppkm nya,1
2022-12-21 15:02:21,kalah di wto soal sawit marah larang ekspor nikel cabut ppkm padahal dompleng agenda davos kopit demi perio,1
2022-12-21 14:59:27,dari dulu tidak ada kata ppkm bagi saya,1
2022-12-21 14:58:35,polusi sudah lumayan kurang kirain karena ppkm eh nyata karena pada pake motor listrik ,1
2022-12-21 14:55:54,giat patroli ppkm level dan monitoring antri bbm di spbu wilayah kec kalijambe anggota koramil kalij,1
2022-12-21 14:54:31,kalo pun ppkm renti kek gue akan tetap pake masker,1
2022-12-21 14:47:48,pada selasa desember pkl wib sd selesai telah laksana giat patroli gabung dalam rangka pela,1
2022-12-21 14:47:32,giat patroli dalam rangka laksana ppkm level batas mobilitas pindah masyarakat tempat di wila,0
2022-12-21 14:47:27,pada hari selasa desember pkl wib sd selesai telah laksana giat patroli dalam rangka laksa,1
2022-12-21 14:46:30,jokowi sebut psbb dan ppkm akan henti akhir tahun,1
2022-12-21 14:45:26,sekarang ngintilin lagi kan lu pak nggk mode profesional nggk ppkm lagi,1
2022-12-21 14:40:44,ikut bingung ppkm,0
2022-12-21 14:38:18,biar enggak ppkm,1
2022-12-21 14:37:15,memang masih ada ppkm min  dan kalau ada kenapa acara kota itu bisa jalan dengan ribu unjung yang,1
2022-12-21 14:37:04,dan mungkin bila nanti kita kan temu lagi ,0
2022-12-21 14:34:12,brarti kemarin yang mantu besar langgar ppkm eh hatihati juga yang bicara si dia,1
2022-12-21 14:31:36,bisa ppkm planga plongo kya monyet,1
2022-12-21 14:28:39,pada hari rabu tanggal desember pkl wib sd selesai telah laksana giat patroli ppkm level ,1
2022-12-21 14:20:07,kagak ikut deh kalau hadap pandemi covid apalagi virus versi delta takut bro sebab musuh kagak ada wujud nya,0
2022-12-21 14:19:43,mau dengerin lagu ya allah tanpa tws aku ppkm,1
2022-12-21 14:19:34,ppkmplanga plongo kaya monyet,1
2022-12-21 14:19:31,dan menteri jokowi juga hebat apalagi opung luhut wkwk yang dulu jaman ppkm selalu hujat habis  tapi tanpa r,1
2022-12-21 14:18:57,menteri koordinator bidang ekonomi airlangga hartarto jelas bahwa indonesia sudah pasuk fase endemi f,1
2022-12-21 14:18:45,susah ketemu dosen ke kampus cuma ppkm alias plonga plongo kayak monyet,1
2022-12-21 14:17:56,kalo mau aju buat nambah kapasitas teather ke pihak tenant fx saja  tolong lah kalian,1
2022-12-21 14:17:31,yuk zou enak ppkm,1
2022-12-21 14:17:29,akhir dateng juga hari sedih pada pamit gin  makasih sudah nemenin kegabutan lama ppkm enggak bs kmana  u,1
2022-12-21 14:16:50,presiden jokowi tunjuk ancangancang akan cabut bijak ppkm level isyarat pe,1
2022-12-21 14:15:27,presiden jokowi tunjuk ancangancang akan cabut bijak ppkm level isyarat cabut bijak itu di,1
2022-12-21 14:06:19,ri bebas covid jokowi akhir tahun psbb dan ppkm henti,1
2022-12-21 14:05:18,dia ppkm planga plongo kaya mantu,1
2022-12-21 14:04:01,the wailing ni film macam apa anjir endingnya bikin ppkm,0
2022-12-21 14:03:47,iyaa benar benar bgt ini aku lagi whatsapp teman aku yang di hk aku mau tanya masalah covid yang di,1
2022-12-21 14:03:13,anggota komisi ix dpr ppkm sudah layak cabut download aplikasi inilahcom untuk mendapa,1
2022-12-21 14:00:36,ppkm planga plongo kemudian nang,1
2022-12-21 13:53:05,epidemiolog ugm tuju jokowi cabut ppkm akhir tahun,0
2022-12-21 13:50:51,lo dua ppkm saja sama gue gue sudah bhagia sama metawin,1
2022-12-21 13:48:49,mampus ppkm lu,1
2022-12-21 13:48:28,indihome lot telkomsel lot waktu ppkm,0
2022-12-21 13:45:56,kalau ppkm sudah akhir nanti kalian masih tetap pake masker enggak kalo keluar rumah atau di tempat umum,0
2022-12-21 13:44:42,asyik ppkm sebentar lagi akhir ,0
2022-12-21 13:43:33,ppkm cabut angin segar bagi ekonomi,0
2022-12-21 13:40:00,mungkin nanti di akhir tahun kita akan nyata henti ppkm ujar jokowi di jakarta rabu ,1
2022-12-21 13:39:17,giat camat coblong hadir rapat batas forkopimdasatuan tugas cepat tangan covid kota bandung s,1
2022-12-21 13:38:54,kait hapus ppkm epidemiolog minta perintah tunggu hingga awal tahun hal ini utama untuk me,1
2022-12-21 13:35:52,asik banget dik soal udah puluh purnama ppkm ,0
2022-12-21 13:27:03,mau natal dan tahun baru ppkm dijabut mau idul fitri ppkm ada dasar presiden jembut,1
2022-12-21 13:24:34,ppkm longgar tingkat kosong hotel di jakarta turun persen,1
2022-12-21 13:20:31,ppkm planga plongo kelar maraton,1
2022-12-21 13:19:05,me rn ppkm planga plongo kaya monyet,1
2022-12-21 13:17:00,selamat tinggal ppkm menko ekonomi airlangga hartarto sebut bahwa indonesia sudah masuk fase endemi cov,0
2022-12-21 13:15:09,yah wkskakka gajadi nonton yaudah gapapa drpd sono ppkm ,0
2022-12-21 13:14:08, gatau itu nyuruh bicara mereka guilty atau innocent dan gue ppkm,0
2022-12-21 13:12:34,ppkm akhir kadin minta perintah buat peta jalan transisi ke endemi,1
2022-12-21 13:05:05,cuci muka dulu oppa biar enggak ppkm ,1
2022-12-21 13:05:04,batas tiada acu pada instruksi menteri dalam negeri kemendagri yakni laku batas kegiata,0
2022-12-21 13:03:22,skz tidak kenal apa itu ppkm mepet,1
2022-12-21 13:01:10,first time aku jadi pengki langsung ppkm ,1
2022-12-21 13:00:47,maaf kak adel aku enggak ngerti aku akan ppkm saja ,1
2022-12-21 13:00:02,jokowi janji keppres henti psbbppkm terbit minggu ini,0
2022-12-21 12:56:29,awal ragu terap batas giat duduk karena alas ekonomi telah terap psbb lalu ppk,0
2022-12-21 12:56:25,tidak ada laku batas jumlah jemaat ibadah natal hal ini karena saat ini ppkm ada pada level s,1
2022-12-21 12:55:37,jokowi rencana hapus ppkm akhir tahun via,1
2022-12-21 12:46:39,lama ini cakup booster masih stagnan,1
2022-12-21 12:46:22,jongin festival apa kok gue ppkm,0
2022-12-21 12:45:46,sibuk ppkm,0
2022-12-21 12:45:16,iya vaksin itu permenkes syarat vaksin untuk transportasi publik permenhub buat ppkm upa,1
2022-12-21 12:44:21,jokowi ingin cabut bijak ppkm lucy kurniasari bilang layak dukung,1
2022-12-21 12:43:09,oalah gitu tadi aku lihat yang ppkm kepingin mark trs lihat yang ini mau mark wkwk,1
2022-12-21 12:42:58,sibuk ppkm ,0
2022-12-21 12:39:59,iya mau nataru ntar balik ppkm kalo mau lebaran wekwekwkek ,1
2022-12-21 12:39:51,kabar baru kaji dari menteri soal mungkin henti ppkm akan selesai pekan ini dan lanjut akan hasil,1
2022-12-21 12:39:39,kita bagi ppkm sas,0
2022-12-21 12:38:43,kalo kendara umum kayak pesawat dan kereta juga atur dalam ppkm juga kah,0
2022-12-21 12:38:07,presiden jokowi sebut perintah mungkin akhir ppkm,1
2022-12-21 12:38:07,acu vaksin untuk tempat publik itu ppkm mesti sih batas juga hilang tapi memang buka,1
2022-12-21 12:37:57,saat ini tingkat kebal masyarakat indonesia sudah relatif tinggi iring cakup vaksinasi yang terus luas epidem,1
2022-12-21 12:37:16,maaf guys pacar gue memang agak ppkm,0
2022-12-21 12:35:20,gilir denji yang ppkm  oke jadi aku dapat makan gratis enggak ,1
2022-12-21 12:33:18,jangan neng dulu sih soal bapak presiden akan keluar keppres kait dengan henti ppkm,1
2022-12-21 12:32:37,ungkap presiden joko widodo dan menko bidang ekonomi airlangga hartarto perintah akan segera henti,0
2022-12-21 12:32:30,ppkm planga plongo kaya monyet,1
2022-12-21 12:32:11,kalo uda mati lampu jd ppkm,0
2022-12-21 12:31:07,jokowi ahir tahun henti ppkm awal tahun mulai lagi ppkm gaya baru,1
2022-12-21 12:29:35,ramadhan dan lebaran ppkm lagi ya pak,1
2022-12-21 12:28:30,heleeeh knp nunggu akhir tahun yang krmarin mantu besar brarti langgar ppkm donk,0
2022-12-21 12:27:51,ppkm plonga plongo kaya meong,1
2022-12-21 12:27:40,jokowi nyata ppkm akan henti ri masuk fase endemi covid,1
2022-12-21 12:27:33,perintah rencana cabut status ppkm begini kata kadin,0
2022-12-21 12:27:21,batas tiada acu pada instruksi menteri dalam negeri kemendagri yakni laku batas k,0
2022-12-21 12:27:21,muhadjir ppkm seperti tak ada ri keluar pandemi cara de facto,1
2022-12-21 12:27:20,jokowi sebut mungkin ppkm tak lagi terap iring dengan tren kasus covid yang terus landai akhir tahun dica,0
2022-12-21 12:25:45,ko saya baca ppkm habis taun baru mau panjang,1
2022-12-21 12:25:29,biar asal jangan mau romadhon mulai lagippkm nya,0
2022-12-21 12:24:23,itu ppmm dong bukan ppkm ,1
2022-12-21 12:23:01,ppkm akan segera akhir begini jelas dari menko ekonomi airlangga hartarto sampai presiden joko widodo ,0
2022-12-21 12:20:44,ppkm tiap baru bangun,1
2022-12-21 12:20:09,rabu pkl wib polsek asih giat kryd patroli ppkm level covid cegah c antisipasi k,1
2022-12-21 12:20:05,ppkm plonga plongo lihat mereka lantas tatap sinis dua dan tak lupa pukul merek,0
2022-12-21 12:20:00,langkah sebut laku ingat situasi pandemi covid di tanah air sudah makin landai kondisi sehat,1
2022-12-21 12:18:31,jokwoi sebut ppkm mungkin akan henti akhir tahun ini,1
2022-12-21 12:16:00,habis ppkm taun lalu,0
2022-12-21 12:14:28,cabut ppkm saja tidak cukup perintah juga hrs aku dengan lapang dada ada korban kipi yang alami cacat at,1
2022-12-21 12:13:21,oalah masih tour ya kak ih asik banget sekarang lagi tour mana kalau aku aku masih ppkm kakak planga plongo kayak monyet ,1
2022-12-21 12:11:06,laut manusia yang ngerubungi juga nggk ada ppkm,1
2022-12-21 12:10:35,jokowi bakal henti ppkm di akhir epidemiolog memang sudah tidak ada urgensi,1
2022-12-21 12:10:34,serba salah ma eluppkm salahberhenti ppkm salahmau lo apa sih drun tololll,0
2022-12-21 12:09:02,dulu juga ribut istilah mudik dan pulang kampung pas ppkm ribut juga ppkn dan karantina memang tolol,1
2022-12-21 12:07:30,berita baik ppkm akan akhir berita buruk yang umum jokowi,0
2022-12-21 12:06:35,anak baru lahir ppkm langsung,1
2022-12-21 12:06:33,nama jun ahli ppkm planga plongo kaya mnyt maaf kalau ga sesuai arti target pasar bukan kamu,0
2022-12-21 12:03:25,akhir tahun henti ppkm nanti ramadhan jelang lebaran ppkm lagiato covid meningkatdah basipakdepakde,1
2022-12-21 12:01:18,blinkers klo sudah urus jisoo mah ppkm alias planga plongo kayak monyed,1
2022-12-21 12:01:10,byebye ppkm menko airlangga pandemi sudah jadi endemi  detik   ,1
2022-12-21 12:00:15,enak bgt jarak kursi kaya pas ppkm awal,1
2022-12-21 11:58:59,kaya agak gamungkin anjir kalo yang apply dikit kwkwkwk apa mungkin ppkm mulai naik lagi,0
2022-12-21 11:58:09,catat jokowi akan henti ppkm akhir tahun,1
2022-12-21 11:56:37,jaehyeon itu beneran anak ppkm bgt ya,1
2022-12-21 11:56:11,jokowi kasih sinyal akhir tahun ini ppkm kelar,1
2022-12-21 11:54:27,lama di dunia masih ada kasus ppkm akan laku lagi,1
2022-12-21 11:48:16,anggota komisi ix dpr ppkm sudah layak cabut download aplikasi inilahcom untuk mend,1
2022-12-21 11:47:06,hahah bnr bgt padahal sudah tahu seluk beluk tapi pura pura ppkm saja,1
2022-12-21 11:39:17,benar cuman gara habis ppkm c jadi euforia rasa gede kalo,0
2022-12-21 11:38:19,presiden jokowi hingga jumlah menteri bicara soal situasi pandemi covid di indonesia begini sorot,0
2022-12-21 11:32:37,sebenernya sudah sangat telat bukan memang sudah waktu indonesia sudah sangat layak masuk fase endemi sejak akhir ,1
2022-12-21 11:32:37,dinkes kepri dukung rencana perintah cabut ppkm dan psbb,1
2022-12-21 11:32:32,cabut ppkm bisa gairah ekonomi di daerah,0
2022-12-21 11:32:12,kaji henti ppkm akan selesai pekan ini airlangga hartarto kata ini arti pandemi sudah ubah jadi,1
2022-12-21 11:31:07,ppkm lagi,0
2022-12-21 11:30:47,ppkm akan segera akhir begini jelas dari menko ekonomi airlangga hartarto sampai presiden joko widodo,0
2022-12-21 11:26:02,lagi hajat virus karantina selesai hajat ppkm main lagi,0
2022-12-21 11:24:52,bijak ppkm dan psbb mungkin setop akhir tahun begini manfaat ke ekonomi yang papar menkeu s,1
2022-12-21 11:22:15,waktu ppkm alias planga plongo kaya meong,1
2022-12-21 11:21:30,ppkm alias plonga plongo kayak monyet,1
2022-12-21 11:21:08,akhir tahun mungkin perintah nyata ppkm henti dan tidak laku lagi,0
2022-12-21 11:18:41,chaewooonie terima kasih sudah kenal pada taj yaaah  klo enggak mungkin aku bakal ppkm ,1
2022-12-21 11:16:10,kasus covid baik jokowi akan cabut ppkm,0
2022-12-21 11:12:32,klo gin mah w mnding sklh dh aseli drpd libur w jd bokek ud mn ppkm plonga plongo kaya monyet,1
2022-12-21 11:10:15,nyari mountain dew kayak nyari masker pas ppkm susah bet,0
2022-12-21 11:10:03,laku batas giat masyarakat ppkm level untuk untuk kota palangka raya kalimantan tengah kalte,0
2022-12-21 11:05:23,menag nyata tidak ada batas jumlah jemaat di gereja saat ibadah natal turut menag batas tiada,1
2022-12-21 11:01:17,jokowi akan terbit keppres henti ppkm pekan ini,1
2022-12-21 11:01:01,ppkm plonga plongo ky monyet,1
2022-12-21 10:57:38,dewi persik enggak kapok digosipin politik,1
2022-12-21 10:54:45,kita lihat apakah akhir tahun ini benar ppkm akan hapus dan plandemi nyata usai,0
2022-12-21 10:51:13,putus ini masih tunggu hasil kaji dari menteri sehat,1
2022-12-21 10:44:48,pandemi sdh ubah jd endemi menteri koordinator bangun manusia dan budaya menko pmk muhadjir effendy menil,1
2022-12-21 10:44:44,astungkara moga cabut status pandemi ini jadi kado akhir tahun yang manis,1
2022-12-21 10:41:56,gue sih senangsenang saja kalo ppkm akhir hanya rada khawatir nanti laju vaksinasi makin mengendor,1
2022-12-21 10:41:17,sebenernya sudah sangat telat bukan memang sudah waktu indonesia sudah sangat layak masuk fase endemi sejak a,1
2022-12-21 10:40:11,love yu indihome bikin aku ppkm,1
2022-12-21 10:40:01,jokowi buka mungkin akhir ppkm muhadjir cara de facto indonesia sudah keluar dari pandemi,1
2022-12-21 10:39:28,adatdk ada ppkm enggak ngaruh pak tapi kami ttp btuh ppkm biar ttp ada wfh,1
2022-12-21 10:37:22,akhir tahun henti pas ramadhan ppkm lagi,0
2022-12-21 10:36:28,presiden jokowi rencana terbit keppres tentang henti ppkm minggu ini gimana teman motion mau buat planning,0
2022-12-21 10:36:27,kan anjing gue ppkm planga plongo kaya monyet,1
2022-12-21 10:34:33,mungkin hanya sisa negara aj dunia ini yang msh laku ppkm,1
2022-12-21 10:33:41,bakal terbit keppres cabut ppkm jokowi tunggu kaji kemenkes selesai minggu ini,1
2022-12-21 10:33:09,anjir tadi twitter error gua ppkm anying,1
2022-12-21 10:30:11,kemarin waktu nikah putra mahkota enggak peduli covid apalagi ppkm  sekarang kok malah ngebahas ppkm,1
2022-12-21 10:30:00,jokowi menteri akan selesai kaji henti ppkm pada pekan ini,1
2022-12-21 10:29:13,alhamdulillah kabar baik nih  sinyal kuat dari presiden ppkm bakal henti akhir tahun ini,1
2022-12-21 10:27:44,ppkm bakal hapus jokowi sri mulyani dadak happy,1
2022-12-21 10:27:32,epidemiolog ugm sepakat dengan wacana jokowi akhir ppkm sebut sudah tak ada urgensi lagi,0
2022-12-21 10:27:02,jokowi akhir tahun ini ppkm akan henti,1
2022-12-21 10:23:55,yaa pesta kemarin memang ada ppkm,1
2022-12-21 10:23:54,apindo respons baik bijak presiden jokowi yang akan hapus ppkm,1
2022-12-21 10:23:20,asosiasi dagang sambut baik rencana perintah cabut ppkm,0
2022-12-21 10:22:22,presiden jokowi rencana terbit keppres tentang henti ppkm minggu ini gimana teman motion mau buat p,0
2022-12-21 10:22:09,anggota komisi ix dpr fraksi nasdem nurhadi minta perintah laku evaluasi cara tahap jika ingin menghe,1
2022-12-21 10:20:51,khusus akhir tahunnatal dan tahun baru ppkm tiada ada lagi nanti jelang bulan puasa hahaha,1
2022-12-21 10:16:40,ppkm di studio sendiri drtd bingung mau ngapain,1
2022-12-21 10:14:21,dari pas ada nikah anak lu juga ppkm sudah kelar,1
2022-12-21 10:14:05,henti ppkm tapi ganti ama lockdown  moga saja nyata ga sambar org lain atau minimal g,1
2022-12-21 10:12:13,presiden joko widodo ungkap perintah rencana cabut status laku batas giat masyaraka,0
2022-12-21 10:10:23,plonga plongo koyok munyuk ppkm,1
2022-12-21 10:09:39,giat patroli dalam rangka laksana ppkm level batas mobilitas pindah masyarakat dan monitoring antr,0
2022-12-21 10:02:32,ppkm bakal henti jokowi tunggu kaji kemenkes dan kemenko ekonomi,1
